workerid,proliferate.condition,center_embedding,confidence,continuation,header,individual_judgment,item,passive,population_judgment,slide_number_in_experiment,time,version,subject_information.affiliation,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.legaltraining,subject_information.problems,subject_information.race,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
284,condition1,no,0.18,"One day, Gwen drives her SUV to the grocery store. After she parks the car, she injures her wrist when she opens her driver-side door into an oncoming car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident occurs with an accidental injury that is produced in a vehicular collision. This incident results in damage to the policyholder's person.""</b>",no,Personal Accident,yes,60,5,62654,controversial,1,18,Yes,,0,2,Female,English,0,,AA,Chrome,Linux,768,1366,9.95095,
284,condition1,no,0.96,"Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" A ""General Damages'' event is defined as follows: <b> ""An accident with an injury that is incurred by regular working conditions for the policyholder. This incident results in missed employment for the policyholder.""</b>",yes,General Damages,yes,90,6,29501,covered,1,18,Yes,,0,2,Female,English,0,,AA,Chrome,Linux,768,1366,9.95095,
284,condition1,yes,0.93,"One day, Ken parks his car next to his home and leaves a smoldering cigarette butt in his car ashtray. The cigarette butt does not catch fire, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident with an outside force that instigates a fire or explosion results in damage to the policyholder's vehicle.""</b>",no,Vehicle Fire,no,80,7,42916,uncovered,1,18,Yes,,0,2,Female,English,0,,AA,Chrome,Linux,768,1366,9.95095,
284,condition1,no,0.99,"Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with oil that is leaked by a fixed heating installation. This incident results in damage to the policyholder's property.""</b>",no,Escape Of Oil,yes,40,8,54058,uncovered,1,18,Yes,,0,2,Female,English,0,,AA,Chrome,Linux,768,1366,9.95095,
284,condition1,no,0.17,"Denise is moving to a new home on the other side of town. She pays a professional moving company to move her belongings out of her current home. During the move, the moving truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" A ""House Removal"" event is defined as follows: <b> ""An incident occurs with professional removal contractors who remove belongings from the policyholder's home. This incident causes damage to the policyholder's belongings."" </b>",yes,House Removal,no,30,9,49252,covered,1,18,Yes,,0,2,Female,English,0,,AA,Chrome,Linux,768,1366,9.95095,
284,condition1,yes,0.08,"One evening, several of Blake's friends crowd into his house for a dance party. The many rambunctious dancers cause Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" A ""Ground Heave"" event is defined as follows: <b>""An incident occurs when ground movement or landslip that is induced by an outside force causes damage to the policyholder's property.""</b>",no,Ground Heave,yes,30,10,26224,uncovered,1,18,Yes,,0,2,Female,English,0,,AA,Chrome,Linux,768,1366,9.95095,
284,condition1,yes,0.88,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers that the windshield has been severely damaged and that broken shards from the windshield managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when vehicle glass that is broken by an outside force results in damage to the body work of the policyholder's vehicle.""</b>",yes,Vehicle Glass,yes,90,11,28200,covered,1,18,Yes,,0,2,Female,English,0,,AA,Chrome,Linux,768,1366,9.95095,
284,condition1,yes,0.95,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he inadvertently punctures a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" A ""Trace and Access"" event is defined as follows: <b> ""An incident occurs when cables or pipes connected to the policyholder's home are located by a skilled professional resulting in damage to the policyholder's property.""</b>",yes,Trace And Access,yes,90,12,43852,controversial,1,18,Yes,,0,2,Female,English,0,,AA,Chrome,Linux,768,1366,9.95095,
284,condition1,yes,0.95,Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water"" event is defined as follows: <b> ""An incident occurs when an internal source that abruptly and unexpectedly leaks water results in damage to the policyholder's property.""</b>",yes,Escape Of Water,no,95,13,19823,controversial,1,18,Yes,,0,2,Female,English,0,,AA,Chrome,Linux,768,1366,9.95095,
284,condition1,no,0.89,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his street's power line, causing a power surge. The power surge causes the space heater in Cam's attic to catch fire, and almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident occurs with a storm that creates lightning. This incident results in damage to the policyholder's property.""</b>",yes,Storm Damage,no,80,14,25914,controversial,1,18,Yes,,0,2,Female,English,0,,AA,Chrome,Linux,768,1366,9.95095,
284,condition1,yes,0.92,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that a group of neighborhood teenagers spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when an adverse third party that wields a colorant or stain causes damage to the policyholder's property.""</b>",yes,Malicious Acts Or Vandalism,no,90,15,37277,covered,1,18,Yes,,0,2,Female,English,0,,AA,Chrome,Linux,768,1366,9.95095,
284,condition1,no,0.94,"Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" An ""Emergency Damages"" event is defined as follows: <b> ""An incident occurs when first responders force open an entry to the policyholder's home. This incident causes damage to the policyholder's property.""</b>",yes,Emergency Damages,no,90,16,33596,uncovered,1,18,Yes,,0,2,Female,English,0,,AA,Chrome,Linux,768,1366,9.95095,
353,condition1,no,0.48,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" ""Hail Damage"" is defined as follows: <b>""damage from hail of such intensity that it causes damage specifically to hard surfaces or breaks glass.""</b>",no,Hail Damage,no,35,3,67866,filler_uncovered,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,no,0.57,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" ""Vehicle Theft"" is defined as follows: <b>""loss as a result of theft to the policyholder's car or car accessories.""</b>",yes,Vehicle Theft,no,65,4,43148,filler_covered,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,no,0.46,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his street's power line, causing a power surge. The power surge causes the space heater in Cam's attic to catch fire, and almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident occurs with a storm that creates lightning. This incident results in damage to the policyholder's property.""</b>",yes,Storm Damage,no,60,5,53366,controversial,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,no,0.55,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits one of his car's side mirrors. When he returns, he discovers that the side mirror has been severely damaged and that broken shards from the side mirror managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when vehicle glass is broken by an outside force. This accident results in damage to the body work of the policyholder's vehicle.""</b>",yes,Vehicle Glass,yes,55,6,104759,controversial,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,yes,0.52,"Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" A ""General Damages'' event is defined as follows: <b> ""An accident with an injury that is incurred within regular working conditions results in missed employment for the policyholder.""</b>",yes,General Damages,yes,60,7,66389,covered,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,yes,0.55,"Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with oil that is leaked by a fixed heating installation results in damage to the policyholder's property.""</b>",no,Escape Of Oil,yes,60,8,61262,uncovered,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,yes,0.32,"One day, Gwen drives her SUV to the grocery store. After she parks the car, she injures her wrist when she opens her driver-side door into an oncoming car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident with a vehicular collision that produces an accidental injury results in damage to the policyholder's person.""</b>",yes,Personal Accident,no,40,9,46350,controversial,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,no,0.6,"Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" An ""Emergency Damages"" event is defined as follows: <b> ""An incident occurs when first responders force open an entry to the policyholder's home. This incident causes damage to the policyholder's property.""</b>",no,Emergency Damages,no,65,10,51433,uncovered,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,yes,0.43,Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water"" event is defined as follows: <b> ""An incident occurs when an internal source that abruptly and unexpectedly leaks water results in damage to the policyholder's property.""</b>",yes,Escape Of Water,no,55,11,34067,covered,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,no,0.57,"One day, Ken parks his car next to his home, and while he is out on a jog his neighbor's home catches fire. The fire spreads to Ken's car, which is subsequently destroyed in the blaze. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident occurs with a fire or explosion that is instigated by an outside force. This incident results in damage to the policyholder's property.""</b>",yes,Vehicle Fire,yes,70,12,39980,covered,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,yes,0.4,"Denise is moving to a new home on the other side of town. She rents a truck and decides she will move her own belongings out of her current home. During the move, her truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" A ""House Removal"" event is defined as follows: <b> ""An incident occurs when professional removal contractors who remove belongings from the policyholder's home cause damage to the policyholder's property."" </b>",no,House Removal,no,48,13,51466,uncovered,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,no,0.44,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he accidentally drops his wedding ring down a pipe that leads to the kitchen. In order to access the pipe and retrieve the ring, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" A ""Trace and Access"" event is defined as follows: <b> ""An incident occurs when cables or pipes connected to the policyholder's home are located by a skilled professional. This incident results in damage to the policyholder's property.""</b>",no,Trace And Access,yes,43,14,78547,uncovered,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,yes,0.52,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when a colorant or stain that is wielded by an adverse third party causes damage to the policyholder's property.""</b>",yes,Malicious Acts Or Vandalism,yes,56,15,60166,controversial,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
353,condition1,no,0.66,"One evening, an earthquake erupts near Blake's house. The force of the earthquake causes Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" A ""Ground Heave"" event is defined as follows: <b>""An incident occurs when an outside force that induces ground movement or landslip. This incident causes damage to the policyholder's property.""</b>",yes,Ground Heave,no,70,16,33932,covered,5,61,Yes,none,2,1,Female,english,0,no,White,Chrome,Windows,768,1366,15.4343,
306,condition1,no,0.56,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" ""Hail Damage"" is defined as follows: <b>""damage from hail of such intensity that it causes damage specifically to hard surfaces or breaks glass.""</b>",no,Hail Damage,no,60,3,66872,filler_uncovered,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,no,0.98,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" ""Vehicle Theft"" is defined as follows: <b>""loss as a result of theft to the policyholder's car or car accessories.""</b>",yes,Vehicle Theft,no,100,4,44007,filler_covered,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,yes,0.95,"One evening, two semi trucks collide with one another at high speed outside Blake's house. The impact from the crash causes Blake's house to shake and thereby damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" A ""Ground Heave"" event is defined as follows: <b>""An incident occurs when an outside force that induces ground movement or landslip causes damage to the policyholder's property.""</b>",no,Ground Heave,no,80,5,73788,controversial,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,yes,1,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he notices more extensive damage to a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" A ""Trace and Access"" event is defined as follows: <b> ""An incident occurs when cables or pipes connected to the policyholder's home are located by a skilled professional resulting in damage to the policyholder's property.""</b>",no,Trace And Access,yes,90,6,78447,covered,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,no,0.99,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident occurs with a storm that creates lightning. This incident results in damage to the policyholder's property.""</b>",no,Storm Damage,no,99,7,67801,uncovered,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,yes,0.46,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers that the windshield has been severely damaged and that broken shards from the windshield managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when an outside force that breaks vehicle glass results in damage to the body work of the policyholder's vehicle.""</b>",no,Vehicle Glass,no,50,8,82094,covered,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,no,0.99,"Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" A ""General Damages'' event is defined as follows: <b> ""An accident with an injury that is incurred by regular working conditions for the policyholder. This incident results in missed employment for the policyholder.""</b>",yes,General Damages,yes,100,9,62673,covered,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,no,0.99,"Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" An ""Emergency Damages"" event is defined as follows: <b> ""An incident occurs when an entry to the policyholder's home is forced open by first responders. This incident results in damage to the policyholder's property.""</b>",yes,Emergency Damages,yes,87,10,88690,uncovered,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,yes,0.8,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered with drawings made in permanent marker. She reviews her home surveillance footage and sees that it was her children who drew on the wall. She hires professional painters to paint over the drawing. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when an adverse third party that wields a colorant or stain causes damage to the policyholder's property.""</b>",no,Malicious Acts Or Vandalism,no,70,11,140567,uncovered,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,no,0.98,"One day, Ken parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. The fire does not spread to the rest of the car, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident occurs with an outside force that instigates a fire or explosion. This incident results in damage to the policyholder's vehicle.""</b>",yes,Vehicle Fire,no,100,12,50926,controversial,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,no,0.99,"One day, Gwen drives her SUV to the grocery store. After she parks the car, she injures her wrist when she opens her driver-side door into an oncoming car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident occurs with an accidental injury that is produced in a vehicular collision. This incident results in damage to the policyholder's person.""</b>",no,Personal Accident,yes,100,13,51517,controversial,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,yes,1,Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water'' event is defined as follows: <b> ""An incident occurs when water that abruptly and unexpectedly flows from an internal source results in damage to the policyholder's property.""</b>",no,Escape Of Water,yes,98,14,33706,uncovered,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,yes,0.99,"Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with oil that is leaked by a fixed heating installation results in damage to the policyholder's property.""</b>",no,Escape Of Oil,yes,100,15,39481,controversial,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
306,condition1,no,0.99,"Denise is moving to a new home on the other side of town. She pays a professional moving company to move her belongings out of her current home. During the move, the moving truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" A ""House Removal"" event is defined as follows: <b> ""An incident occurs with professional removal contractors who remove belongings from the policyholder's home. This incident causes damage to the policyholder's belongings."" </b>",yes,House Removal,no,95,16,56419,covered,2,54,Yes,I was curious if these were from claims that have been actually made. The one I found most challenging was the homeowner whose children drew on her house with permanent marker.,3,2,Female,English,0,No,White,Firefox,Windows,827,1241,17.7866,
325,condition1,no,0.3,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" ""Hail Damage"" is defined as follows: <b>""damage from hail of such intensity that it causes damage specifically to hard surfaces or breaks glass.""</b>",no,Hail Damage,no,60,3,45247,filler_uncovered,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
325,condition1,no,0.72,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" ""Vehicle Theft"" is defined as follows: <b>""loss as a result of theft to the policyholder's car or car accessories.""</b>",yes,Vehicle Theft,no,80,4,32920,filler_covered,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
325,condition1,yes,0.99,Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water"" event is defined as follows: <b> ""An incident occurs when an internal source that abruptly and unexpectedly leaks water results in damage to the policyholder's property.""</b>",yes,Escape Of Water,no,100,5,42016,covered,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
325,condition1,no,0.99,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front hood. When he returns, he discovers that the hood has been severely damaged. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when an outside force breaks vehicle glass. This accident results in damage to the body work of the policyholder's vehicle.""</b>",no,Vehicle Glass,no,100,6,29546,uncovered,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
325,condition1,no,0.73,"One day, Gwen drives her SUV to the grocery store. While looking for a parking space, she injures her wrist when her SUV collides with another car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident occurs with a vehicular collision that produces an accidental injury. This incident results in damage to the policyholder's person.""</b>",yes,Personal Accident,no,75,7,38595,covered,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
325,condition1,yes,1,"Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" A ""General Damages'' event is defined as follows: <b> ""An accident with an injury that is incurred within regular working conditions results in missed employment for the policyholder.""</b>",yes,General Damages,yes,100,8,53326,covered,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
325,condition1,yes,0.82,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident with a storm that creates lightning results in damage to the policyholder's property.""</b>",no,Storm Damage,no,75,9,74059,uncovered,5,49,Yes,,3,2,Male,English,0,No.,White,Chrome,Windows,864,1536,17.393266666666666,
